610.834	1	2.180e+002
610.869	1	1.280e+002
610.904	1	8.300e+001
610.939	1	-4.100e+001
610.974	1	-2.900e+001
611.009	1	-2.500e+001
611.044	1	1.220e+002
611.079	1	-6.400e+001
611.113	1	4.800e+001
611.148	1	8.100e+001
611.183	1	1.670e+002
611.218	1	-1.250e+002
611.253	1	-1.000e+002
611.288	1	3.860e+002
611.323	1	5.000e+001
611.358	1	6.500e+001
611.393	1	2.130e+002
611.427	1	8.200e+001
611.462	1	-3.400e+001
611.497	1	-3.200e+001
611.532	1	3.970e+002
611.567	1	6.600e+001
611.602	1	2.600e+001
611.637	1	2.410e+002
611.672	1	3.090e+002
611.706	1	-2.260e+002
611.741	1	-5.200e+001
611.776	1	7.100e+001
611.811	1	1.020e+002
611.846	1	-8.500e+001
611.881	1	9.300e+001
611.916	1	5.400e+001
611.951	1	2.040e+002
611.986	1	-1.580e+002
612.020	1	1.000e+000
612.055	1	-1.600e+001
612.090	1	-3.000e+000
612.125	1	-4.200e+001
612.160	1	-5.400e+001
612.195	1	-3.040e+002
612.230	1	2.330e+002
612.265	1	-2.200e+001
612.300	1	1.080e+002
612.334	1	1.060e+002
612.369	1	1.550e+002
612.404	1	6.500e+001
612.439	1	-6.000e+001
612.474	1	1.280e+002
612.509	1	-3.200e+001
612.544	1	-7.800e+001
612.579	1	6.600e+001
612.613	1	-1.850e+002
612.648	1	-1.300e+002
612.683	1	2.820e+002
612.718	1	-1.800e+001
612.753	1	1.590e+002
612.788	1	2.940e+002
612.823	1	1.210e+002
612.858	1	1.080e+002
612.893	1	5.500e+001
612.927	1	-5.300e+001
612.962	1	-3.400e+001
612.997	1	-6.800e+001
613.032	1	1.410e+002
613.067	1	-2.500e+002
613.102	1	-4.100e+001
613.137	1	3.290e+002
613.172	1	1.110e+002
613.207	1	5.600e+001
613.241	1	-4.700e+001
613.276	1	-4.300e+001
613.311	1	-3.600e+001
613.346	1	-1.880e+002
613.381	1	2.690e+002
613.416	1	2.900e+001
613.451	1	3.800e+002
613.486	1	1.500e+002
613.520	1	-6.100e+001
613.555	1	7.500e+001
613.590	1	1.420e+002
613.625	1	2.200e+001
613.660	1	1.150e+002
613.695	1	9.000e+001
613.730	1	2.000e+001
613.765	1	-1.400e+002
613.800	1	-1.200e+002
613.834	1	9.600e+001
613.869	1	-1.360e+002
613.904	1	2.130e+002
613.939	1	7.900e+001
613.974	1	-1.450e+002
614.009	1	-1.330e+002
614.044	1	2.200e+001
614.079	1	-1.890e+002
614.114	1	1.150e+002
614.148	1	1.850e+002
614.183	1	3.180e+002
614.218	1	5.600e+001
614.253	1	1.270e+002
614.288	1	1.990e+002
614.323	1	-9.600e+001
614.358	1	1.550e+002
614.393	1	2.750e+002
614.427	1	1.790e+002
614.462	1	2.400e+001
614.497	1	-2.630e+002
614.532	1	-8.400e+001
614.567	1	2.650e+002
614.602	1	-6.500e+001
614.637	1	9.600e+001
614.672	1	2.800e+001
614.707	1	2.350e+002
614.741	1	8.800e+001
614.776	1	1.240e+002
614.811	1	7.800e+001
614.846	1	2.410e+002
614.881	1	1.560e+002
614.916	1	2.070e+002
614.951	1	-1.180e+002
614.986	1	2.780e+002
615.020	1	-1.600e+001
615.055	1	5.100e+001
615.090	1	-2.660e+002
615.125	1	1.740e+002
615.160	1	1.560e+002
615.195	1	2.910e+002
615.230	1	-5.000e+000
615.265	1	2.770e+002
615.300	1	1.160e+002
615.334	1	1.330e+002
615.369	1	-1.780e+002
615.404	1	3.200e+001
615.439	1	2.000e+002
615.474	1	3.800e+001
615.509	1	7.000e+001
615.544	1	5.000e+001
615.579	1	-1.340e+002
615.614	1	2.850e+002
615.648	1	6.200e+001
615.683	1	1.400e+001
615.718	1	2.610e+002
615.753	1	3.900e+002
615.788	1	-2.100e+002
615.823	1	2.180e+002
615.858	1	2.300e+001
615.893	1	1.220e+002
615.927	1	-5.400e+001
615.962	1	1.130e+002
615.997	1	3.220e+002
616.032	1	2.590e+002
616.067	1	2.540e+002
616.102	1	-8.200e+001
616.137	1	1.130e+002
616.172	1	4.300e+001
616.207	1	6.700e+001
616.241	1	2.330e+002
