,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,10,10,13,11,11,14,10,14,16,18,16,12,15,17,10,12,12,12,15,19,15,11,12,17,11,11,16,19,20,16,13,15,13,14,13,5,11,12,18,15,17,16,17,12,17,8,17,17,17,17,6,17,12,15,14,20,20,11,16,17,17,13,15,16,15,14,15,10,20,14,20,10,9,13,11,12,13,8,10,9,11,12,11
